Date,Customer Acquisition Type,Country,Product,Units,Price,Revenue,Delivery Performance,Return,Customer Satisfaction
8/20/2021,Organic,Poland,Product 1,23,300,6900,On-time,No,Very low
8/20/2021,Returning,Poland,Product 4,3,400,1200,On-time,No,Good
8/20/2021,Returning,Poland,Product 1,30,300,9000,On-time,No,Ok
8/20/2021,Organic,Norway,Product 3,26,100,2600,On-time,No,Good
8/20/2021,Organic,Poland,Product 3,17,100,1700,Delayed,No,Good
8/20/2021,Returning,United Kingdoms,Product 1,41,300,12300,On-time,No,Ok
8/20/2021,Ad,Poland,Product 2,35,500,17500,Delayed,Yes,Good
8/20/2021,Organic,Norway,Product 2,18,500,9000,Delayed,No,Very good
8/20/2021,Organic,Poland,Product 2,31,500,15500,On-time,No,Good
8/20/2021,Organic,Poland,Product 5,4,200,800,On-time,No,Good
8/20/2021,Organic,France,Product 5,30,200,6000,On-time,No,Very good
8/20/2021,Organic,Germany,Product 1,33,300,9900,On-time,Yes,Very good
8/21/2021,Organic,United Kingdoms,Product 1,1,300,300,On-time,No,Good
8/21/2021,Organic,Germany,Product 2,46,500,23000,On-time,No,Very good
8/21/2021,Organic,United Kingdoms,Product 4,15,400,6000,Delayed,No,Very good
8/21/2021,Ad,Poland,Product 4,27,400,10800,On-time,No,Very good
8/21/2021,Returning,Spain,Product 2,29,500,14500,Delayed,No,Ok
8/21/2021,Organic,Poland,Product 5,43,200,8600,Delayed,No,Very low
8/21/2021,Returning,Germany,Product 5,25,200,5000,On-time,No,Good
8/21/2021,Organic,France,Product 2,11,500,5500,On-time,No,Ok
8/21/2021,Returning,United Kingdoms,Product 5,2,200,400,On-time,No,Very good
8/22/2021,Ad,France,Product 2,38,500,19000,On-time,No,Low
8/22/2021,Returning,Germany,Product 1,5,300,1500,On-time,No,Good
8/22/2021,Organic,United Kingdoms,Product 1,47,300,14100,On-time,No,Good
8/22/2021,Organic,Poland,Product 1,27,300,8100,On-time,No,Good
8/22/2021,Organic,Norway,Product 2,2,500,1000,On-time,No,Ok
8/22/2021,Organic,Germany,Product 3,33,100,3300,On-time,No,Very good
8/22/2021,Organic,Poland,Product 2,43,500,21500,On-time,No,Very good
8/22/2021,Returning,United Kingdoms,Product 4,32,400,12800,On-time,No,Very good
8/22/2021,Organic,Poland,Product 2,12,500,6000,Delayed,No,Ok
8/22/2021,Organic,France,Product 3,47,100,4700,On-time,No,Very good
8/22/2021,Ad,United Kingdoms,Product 1,15,300,4500,Delayed,No,Ok
8/22/2021,Ad,Norway,Product 1,40,300,12000,On-time,No,Very good
8/22/2021,Organic,Poland,Product 2,18,500,9000,Delayed,No,Very low
8/22/2021,Returning,Poland,Product 2,20,500,10000,On-time,No,Good
8/23/2021,Ad,Germany,Product 5,3,200,600,On-time,No,Good
8/23/2021,Returning,Norway,Product 5,14,200,2800,On-time,No,Ok
8/23/2021,Organic,Norway,Product 2,43,500,21500,On-time,No,Ok
8/23/2021,Ad,Poland,Product 2,9,500,4500,On-time,No,Ok
8/23/2021,Returning,United Kingdoms,Product 4,46,400,18400,On-time,No,Good
8/23/2021,Ad,United Kingdoms,Product 2,49,500,24500,On-time,No,Good
8/23/2021,Returning,Spain,Product 2,20,500,10000,Delayed,No,Low
8/23/2021,Ad,France,Product 1,6,300,1800,On-time,No,Ok
8/23/2021,Organic,Poland,Product 1,37,300,11100,Delayed,No,Ok
8/24/2021,Organic,Poland,Product 2,1,500,500,On-time,No,Good
8/24/2021,Ad,Germany,Product 2,32,500,16000,Delayed,No,Very good
8/24/2021,Organic,United Kingdoms,Product 2,45,500,22500,Delayed,No,Very good
8/24/2021,Ad,Germany,Product 5,4,200,800,On-time,No,Good
8/24/2021,Ad,United Kingdoms,Product 2,23,500,11500,On-time,Yes,Good
8/24/2021,Organic,Norway,Product 4,30,400,12000,On-time,No,Very good
8/24/2021,Ad,United Kingdoms,Product 3,40,100,4000,On-time,No,Good
8/24/2021,Ad,Poland,Product 4,32,400,12800,On-time,No,Very good
8/24/2021,Returning,Poland,Product 2,28,500,14000,On-time,No,Ok
8/24/2021,Returning,Germany,Product 4,32,400,12800,On-time,No,Ok
8/24/2021,Organic,United Kingdoms,Product 2,12,500,6000,On-time,No,Good
8/25/2021,Returning,France,Product 2,11,500,5500,On-time,No,Very good
8/25/2021,Returning,Germany,Product 2,3,500,1500,On-time,No,Good
8/25/2021,Organic,Germany,Product 3,41,100,4100,On-time,No,Very good
8/25/2021,Organic,Poland,Product 2,15,500,7500,Delayed,No,Very good
8/25/2021,Returning,Spain,Product 3,37,100,3700,On-time,Yes,Very low
8/25/2021,Ad,Poland,Product 4,36,400,14400,On-time,Yes,Good
8/25/2021,Organic,Poland,Product 3,46,100,4600,On-time,No,Ok
8/25/2021,Ad,Germany,Product 4,30,400,12000,Delayed,No,Very low
8/25/2021,Organic,Poland,Product 2,17,500,8500,On-time,No,Good
8/25/2021,Returning,Spain,Product 2,13,500,6500,On-time,No,Very low
8/25/2021,Organic,Norway,Product 4,31,400,12400,On-time,No,Very low
8/25/2021,Ad,United Kingdoms,Product 4,12,400,4800,On-time,No,Ok
8/25/2021,Ad,Poland,Product 4,32,400,12800,On-time,No,Very good
8/25/2021,Returning,Poland,Product 2,10,500,5000,On-time,No,Ok
8/25/2021,Ad,United Kingdoms,Product 4,19,400,7600,On-time,Yes,Ok
8/25/2021,Organic,Germany,Product 1,27,300,8100,On-time,Yes,Good
8/25/2021,Returning,France,Product 4,16,400,6400,On-time,No,Very good
8/25/2021,Ad,Germany,Product 2,16,500,8000,On-time,No,Very good
8/25/2021,Returning,Poland,Product 5,25,200,5000,On-time,No,Good
8/26/2021,Organic,Poland,Product 2,5,500,2500,Delayed,No,Good
8/26/2021,Returning,Germany,Product 2,33,500,16500,On-time,No,Very good
8/26/2021,Ad,Spain,Product 1,15,300,4500,On-time,No,Good
8/26/2021,Returning,United Kingdoms,Product 4,36,400,14400,On-time,No,Ok
8/26/2021,Ad,Spain,Product 2,1,500,500,Delayed,No,Very good
8/26/2021,Returning,Spain,Product 2,26,500,13000,On-time,No,Very good
8/26/2021,Organic,Poland,Product 5,5,200,1000,Delayed,No,Good
8/26/2021,Returning,Spain,Product 2,23,500,11500,On-time,No,Good
8/26/2021,Returning,Germany,Product 3,8,100,800,On-time,No,Good
8/26/2021,Ad,United Kingdoms,Product 4,3,400,1200,On-time,No,Very good
8/26/2021,Ad,France,Product 1,15,300,4500,On-time,No,Good
8/26/2021,Ad,Spain,Product 2,21,500,10500,On-time,No,Good
8/27/2021,Organic,Poland,Product 2,24,500,12000,On-time,No,Very low
8/27/2021,Organic,United Kingdoms,Product 4,17,400,6800,On-time,No,Good
8/27/2021,Ad,Poland,Product 2,15,500,7500,Delayed,No,Ok
8/27/2021,Organic,Germany,Product 3,42,100,4200,On-time,No,Good
8/27/2021,Organic,Poland,Product 4,43,400,17200,On-time,No,Good
8/27/2021,Organic,Poland,Product 2,29,500,14500,On-time,No,Very good
8/27/2021,Organic,Germany,Product 4,44,400,17600,On-time,No,Good
8/27/2021,Ad,Germany,Product 1,49,300,14700,On-time,No,Ok
8/27/2021,Organic,France,Product 3,15,100,1500,Delayed,No,Good
8/27/2021,Organic,Poland,Product 2,13,500,6500,On-time,No,Good
8/27/2021,Returning,United Kingdoms,Product 2,32,500,16000,Delayed,No,Very good
8/27/2021,Returning,Poland,Product 4,7,400,2800,On-time,Yes,Good
8/27/2021,Organic,United Kingdoms,Product 5,17,200,3400,On-time,Yes,Very good
8/28/2021,Organic,France,Product 1,34,300,10200,On-time,No,Ok
8/28/2021,Ad,Poland,Product 1,33,300,9900,Delayed,No,Very good
8/28/2021,Ad,France,Product 4,10,400,4000,On-time,No,Very good
8/28/2021,Organic,Poland,Product 3,33,100,3300,On-time,No,Very good
8/28/2021,Organic,France,Product 5,16,200,3200,On-time,No,Good
8/28/2021,Ad,Poland,Product 5,9,200,1800,On-time,No,Very good
8/28/2021,Returning,Germany,Product 2,11,500,5500,On-time,Yes,Good
8/28/2021,Organic,United Kingdoms,Product 4,2,400,800,On-time,No,Good
8/28/2021,Organic,Norway,Product 2,22,500,11000,On-time,No,Very good
8/28/2021,Organic,Germany,Product 2,19,500,9500,On-time,Yes,Good
8/29/2021,Ad,Germany,Product 4,25,400,10000,Delayed,No,Good
8/29/2021,Returning,Germany,Product 2,22,500,11000,On-time,No,Good
8/30/2021,Organic,France,Product 2,45,500,22500,On-time,No,Low
8/30/2021,Returning,Poland,Product 3,24,100,2400,On-time,No,Good
8/30/2021,Ad,France,Product 2,42,500,21000,On-time,No,Ok
8/30/2021,Returning,Poland,Product 4,37,400,14800,On-time,No,Ok
8/30/2021,Organic,Poland,Product 1,2,300,600,On-time,No,Good
8/30/2021,Organic,United Kingdoms,Product 4,39,400,15600,On-time,No,Very low
8/30/2021,Ad,United Kingdoms,Product 2,39,500,19500,On-time,No,Good
8/30/2021,Ad,France,Product 4,37,400,14800,On-time,No,Ok
8/30/2021,Returning,Poland,Product 5,44,200,8800,On-time,Yes,Low
8/30/2021,Returning,Poland,Product 5,28,200,5600,On-time,No,Ok
8/30/2021,Organic,Poland,Product 3,42,100,4200,On-time,No,Very good
8/30/2021,Ad,Poland,Product 2,37,500,18500,On-time,No,Very good
8/30/2021,Ad,Germany,Product 4,31,400,12400,On-time,No,Good
8/30/2021,Organic,Germany,Product 1,15,300,4500,On-time,No,Very good
8/31/2021,Returning,Norway,Product 1,44,300,13200,On-time,No,Good
8/31/2021,Organic,Poland,Product 3,19,100,1900,On-time,No,Ok
8/31/2021,Ad,Norway,Product 5,46,200,9200,On-time,No,Good
8/31/2021,Returning,Germany,Product 1,34,300,10200,On-time,No,Very good
8/31/2021,Returning,Poland,Product 4,5,400,2000,On-time,No,Good
8/31/2021,Organic,France,Product 4,37,400,14800,On-time,No,Low
8/31/2021,Ad,Germany,Product 1,31,300,9300,On-time,No,Very good
9/1/2021,Organic,France,Product 1,31,300,9300,On-time,No,Very good
9/1/2021,Ad,United Kingdoms,Product 4,8,400,3200,On-time,Yes,Very good
9/1/2021,Returning,France,Product 1,45,300,13500,On-time,No,Good
9/1/2021,Ad,France,Product 4,37,400,14800,On-time,No,Very good
9/1/2021,Organic,Norway,Product 3,7,100,700,Delayed,Yes,Good
9/1/2021,Returning,France,Product 4,23,400,9200,On-time,No,Good
9/1/2021,Ad,Norway,Product 4,1,400,400,On-time,No,Very good
9/1/2021,Ad,United Kingdoms,Product 2,34,500,17000,On-time,No,Ok
9/1/2021,Organic,Germany,Product 2,1,500,500,On-time,No,Very good
9/2/2021,Returning,France,Product 2,39,500,19500,On-time,No,Good
9/2/2021,Organic,Poland,Product 4,20,400,8000,Delayed,No,Good
9/2/2021,Ad,Poland,Product 3,14,100,1400,On-time,No,Very good
9/2/2021,Returning,Spain,Product 4,6,400,2400,On-time,Yes,Low
9/2/2021,Organic,Poland,Product 2,39,500,19500,On-time,No,Ok
9/3/2021,Returning,Germany,Product 2,28,500,14000,On-time,No,Very good
9/3/2021,Organic,United Kingdoms,Product 2,40,500,20000,On-time,No,Ok
9/3/2021,Returning,Germany,Product 2,49,500,24500,Delayed,No,Ok
9/3/2021,Returning,Germany,Product 3,42,100,4200,On-time,Yes,Very good
9/3/2021,Ad,United Kingdoms,Product 4,21,400,8400,On-time,No,Very good
9/3/2021,Organic,Germany,Product 1,11,300,3300,On-time,No,Ok
9/3/2021,Organic,France,Product 4,39,400,15600,On-time,No,Very good
9/3/2021,Ad,Germany,Product 1,37,300,11100,On-time,Yes,Good
9/3/2021,Returning,Poland,Product 5,30,200,6000,On-time,No,Very good
9/3/2021,Returning,United Kingdoms,Product 1,41,300,12300,On-time,No,Very good
9/4/2021,Organic,Poland,Product 3,42,100,4200,On-time,No,Low
9/4/2021,Organic,United Kingdoms,Product 1,8,300,2400,On-time,No,Ok
9/4/2021,Returning,Germany,Product 4,27,400,10800,On-time,No,Good
9/4/2021,Organic,Spain,Product 2,10,500,5000,On-time,No,Low
9/4/2021,Organic,Poland,Product 4,9,400,3600,On-time,No,Good
9/4/2021,Returning,United Kingdoms,Product 2,22,500,11000,On-time,No,Very good
9/4/2021,Ad,Norway,Product 2,39,500,19500,On-time,No,Good
9/4/2021,Organic,Poland,Product 4,14,400,5600,On-time,No,Good
9/4/2021,Organic,Germany,Product 1,1,300,300,On-time,No,Very good
9/4/2021,Returning,Germany,Product 1,49,300,14700,On-time,No,Very good
9/4/2021,Organic,United Kingdoms,Product 3,37,100,3700,On-time,No,Good
9/4/2021,Returning,Poland,Product 2,21,500,10500,Delayed,No,Good
9/4/2021,Ad,United Kingdoms,Product 2,21,500,10500,On-time,No,Ok
9/4/2021,Organic,Spain,Product 4,1,400,400,On-time,No,Very good
9/4/2021,Ad,Poland,Product 3,3,100,300,Delayed,No,Very good
9/4/2021,Returning,Poland,Product 2,47,500,23500,On-time,No,Ok
9/5/2021,Organic,France,Product 2,41,500,20500,On-time,No,Very good
9/5/2021,Organic,Poland,Product 3,49,100,4900,On-time,No,Low
9/5/2021,Ad,Germany,Product 4,47,400,18800,Delayed,No,Very good
9/5/2021,Returning,United Kingdoms,Product 2,14,500,7000,On-time,No,Good
9/5/2021,Ad,Poland,Product 2,36,500,18000,On-time,No,Ok
9/5/2021,Ad,Poland,Product 1,26,300,7800,Delayed,No,Ok
9/5/2021,Organic,Poland,Product 2,39,500,19500,On-time,No,Very good
9/6/2021,Returning,Poland,Product 2,26,500,13000,On-time,No,Very good
9/6/2021,Organic,France,Product 1,30,300,9000,On-time,No,Very good
9/6/2021,Organic,Poland,Product 4,23,400,9200,On-time,No,Good
9/6/2021,Organic,Poland,Product 4,31,400,12400,Delayed,No,Low
9/6/2021,Ad,Poland,Product 3,1,100,100,On-time,No,Very good
9/6/2021,Returning,Germany,Product 1,29,300,8700,On-time,No,Very good
9/6/2021,Returning,United Kingdoms,Product 4,15,400,6000,On-time,No,Very low
9/6/2021,Organic,Norway,Product 4,19,400,7600,On-time,No,Ok
9/6/2021,Organic,Poland,Product 4,49,400,19600,On-time,No,Good
9/6/2021,Ad,France,Product 2,26,500,13000,Delayed,No,Very good
9/6/2021,Organic,Spain,Product 5,47,200,9400,On-time,No,Good
9/6/2021,Ad,Poland,Product 1,34,300,10200,On-time,No,Very good
9/6/2021,Returning,Poland,Product 2,4,500,2000,On-time,No,Ok
9/6/2021,Organic,United Kingdoms,Product 3,31,100,3100,On-time,No,Good
9/6/2021,Ad,United Kingdoms,Product 2,31,500,15500,On-time,No,Very good
9/6/2021,Organic,Germany,Product 2,17,500,8500,On-time,No,Ok
9/7/2021,Organic,Poland,Product 1,23,300,6900,On-time,No,Very good
9/7/2021,Organic,Poland,Product 1,27,300,8100,On-time,No,Ok
9/7/2021,Organic,Germany,Product 2,35,500,17500,On-time,No,Ok
9/7/2021,Organic,France,Product 2,3,500,1500,On-time,No,Very good
9/7/2021,Returning,Poland,Product 1,15,300,4500,On-time,No,Good
9/7/2021,Ad,United Kingdoms,Product 3,47,100,4700,On-time,No,Good
9/7/2021,Ad,Germany,Product 2,46,500,23000,Delayed,No,Good
9/7/2021,Ad,United Kingdoms,Product 3,29,100,2900,On-time,No,Low
9/7/2021,Organic,United Kingdoms,Product 4,15,400,6000,On-time,No,Ok
9/7/2021,Ad,Poland,Product 5,4,200,800,On-time,No,Very good
9/7/2021,Organic,Spain,Product 4,22,400,8800,On-time,No,Low
9/7/2021,Ad,Spain,Product 4,36,400,14400,On-time,No,Good
9/8/2021,Ad,United Kingdoms,Product 2,32,500,16000,On-time,No,Good
9/8/2021,Ad,Germany,Product 4,43,400,17200,On-time,No,Very good
9/8/2021,Organic,France,Product 4,32,400,12800,Delayed,No,Very good
9/8/2021,Organic,Germany,Product 4,40,400,16000,On-time,No,Good
9/8/2021,Ad,United Kingdoms,Product 2,11,500,5500,On-time,No,Ok
9/8/2021,Returning,Germany,Product 3,5,100,500,On-time,No,Very good
9/8/2021,Organic,Poland,Product 4,18,400,7200,On-time,No,Very good
9/8/2021,Returning,United Kingdoms,Product 3,38,100,3800,On-time,No,Good
9/8/2021,Ad,Spain,Product 3,46,100,4600,Delayed,No,Ok
9/9/2021,Organic,United Kingdoms,Product 4,27,400,10800,On-time,Yes,Ok
9/9/2021,Organic,United Kingdoms,Product 2,9,500,4500,Delayed,No,Very good
9/9/2021,Returning,Poland,Product 1,41,300,12300,On-time,No,Good
9/9/2021,Returning,Germany,Product 2,20,500,10000,On-time,No,Ok
9/9/2021,Returning,Germany,Product 1,21,300,6300,On-time,No,Ok
9/9/2021,Returning,Poland,Product 4,12,400,4800,On-time,No,Ok
9/9/2021,Organic,United Kingdoms,Product 1,43,300,12900,On-time,No,Good
9/9/2021,Organic,Poland,Product 2,34,500,17000,On-time,No,Very good
9/9/2021,Returning,Germany,Product 2,20,500,10000,On-time,No,Very low
9/9/2021,Returning,Germany,Product 4,1,400,400,On-time,No,Very good
9/9/2021,Returning,United Kingdoms,Product 2,18,500,9000,On-time,No,Good
9/9/2021,Ad,Poland,Product 5,48,200,9600,On-time,No,Very good
9/9/2021,Organic,Poland,Product 2,18,500,9000,Delayed,No,Ok
9/9/2021,Ad,France,Product 4,16,400,6400,On-time,No,Ok
9/9/2021,Organic,Poland,Product 2,25,500,12500,Delayed,No,Good
9/9/2021,Returning,Spain,Product 2,18,500,9000,On-time,No,Very good
9/9/2021,Organic,France,Product 2,15,500,7500,Delayed,No,Very good
9/10/2021,Organic,Spain,Product 4,17,400,6800,On-time,No,Low
9/10/2021,Returning,Germany,Product 1,14,300,4200,On-time,No,Very good
9/10/2021,Ad,United Kingdoms,Product 5,19,200,3800,On-time,No,Ok
9/10/2021,Organic,Poland,Product 4,31,400,12400,On-time,No,Ok
9/10/2021,Returning,Spain,Product 4,30,400,12000,Delayed,No,Good
9/10/2021,Returning,Spain,Product 4,7,400,2800,Delayed,Yes,Ok
9/10/2021,Organic,Poland,Product 1,26,300,7800,On-time,No,Good
9/10/2021,Ad,Germany,Product 1,15,300,4500,On-time,No,Very good
9/10/2021,Organic,Poland,Product 1,23,300,6900,On-time,No,Good
9/11/2021,Returning,Germany,Product 2,46,500,23000,On-time,No,Good
9/11/2021,Organic,Poland,Product 2,39,500,19500,On-time,No,Very good
9/11/2021,Returning,Germany,Product 1,25,300,7500,Delayed,No,Good
9/11/2021,Ad,Poland,Product 4,15,400,6000,On-time,No,Ok
9/11/2021,Returning,United Kingdoms,Product 5,8,200,1600,On-time,No,Very good
9/11/2021,Returning,Germany,Product 4,32,400,12800,On-time,No,Good
9/11/2021,Organic,Poland,Product 2,7,500,3500,On-time,No,Good
9/11/2021,Organic,Germany,Product 4,37,400,14800,On-time,No,Ok
9/11/2021,Organic,Poland,Product 1,45,300,13500,On-time,No,Good
9/11/2021,Organic,Poland,Product 1,15,300,4500,Delayed,No,Ok
9/12/2021,Returning,Poland,Product 3,25,100,2500,On-time,No,Ok
9/12/2021,Returning,Poland,Product 4,34,400,13600,On-time,No,Ok
9/12/2021,Organic,Poland,Product 1,13,300,3900,On-time,No,Very good
9/12/2021,Ad,Poland,Product 5,2,200,400,On-time,No,Very good
9/12/2021,Organic,United Kingdoms,Product 3,15,100,1500,On-time,Yes,Very good
9/12/2021,Ad,United Kingdoms,Product 2,12,500,6000,On-time,No,Very good
9/12/2021,Organic,Poland,Product 2,33,500,16500,Delayed,No,Very good
9/12/2021,Organic,United Kingdoms,Product 4,5,400,2000,On-time,No,Very good
9/12/2021,Organic,France,Product 1,29,300,8700,On-time,No,Good
9/12/2021,Returning,United Kingdoms,Product 4,48,400,19200,On-time,Yes,Very good
9/13/2021,Returning,United Kingdoms,Product 1,2,300,600,On-time,Yes,Very low
9/13/2021,Organic,France,Product 2,40,500,20000,On-time,No,Good
9/13/2021,Organic,France,Product 4,42,400,16800,On-time,No,Ok
9/13/2021,Returning,Poland,Product 3,27,100,2700,On-time,No,Good
9/13/2021,Returning,United Kingdoms,Product 4,42,400,16800,On-time,No,Ok
9/13/2021,Returning,Germany,Product 4,11,400,4400,On-time,Yes,Good
9/13/2021,Ad,Poland,Product 4,48,400,19200,On-time,No,Very good
9/13/2021,Returning,Germany,Product 2,24,500,12000,On-time,No,Good
9/13/2021,Ad,Poland,Product 2,44,500,22000,On-time,No,Good
9/13/2021,Organic,Poland,Product 1,43,300,12900,On-time,No,Good
9/13/2021,Organic,France,Product 3,28,100,2800,On-time,No,Good
9/13/2021,Ad,United Kingdoms,Product 4,25,400,10000,On-time,No,Very good
9/13/2021,Organic,Poland,Product 2,23,500,11500,On-time,No,Ok
9/13/2021,Organic,United Kingdoms,Product 1,10,300,3000,On-time,No,Good
9/13/2021,Organic,Poland,Product 1,2,300,600,On-time,No,Ok
9/13/2021,Returning,Poland,Product 1,12,300,3600,Delayed,No,Low
9/13/2021,Organic,United Kingdoms,Product 4,8,400,3200,On-time,No,Ok
9/13/2021,Returning,France,Product 3,19,100,1900,On-time,No,Very good
9/14/2021,Returning,Poland,Product 3,46,100,4600,Delayed,No,Very good
9/14/2021,Ad,Spain,Product 1,44,300,13200,On-time,No,Good
9/14/2021,Ad,Germany,Product 4,40,400,16000,On-time,No,Good
9/14/2021,Returning,Poland,Product 1,32,300,9600,On-time,No,Good
9/14/2021,Ad,Poland,Product 2,25,500,12500,On-time,No,Very good
9/14/2021,Returning,France,Product 4,33,400,13200,On-time,Yes,Very good
9/14/2021,Organic,United Kingdoms,Product 3,7,100,700,On-time,Yes,Good
9/14/2021,Ad,United Kingdoms,Product 4,36,400,14400,Delayed,No,Good
9/14/2021,Organic,Germany,Product 4,5,400,2000,On-time,No,Ok
9/14/2021,Returning,Spain,Product 4,10,400,4000,On-time,No,Very good
9/15/2021,Organic,Poland,Product 4,34,400,13600,On-time,No,Very low
9/15/2021,Organic,Norway,Product 4,8,400,3200,On-time,No,Ok
9/15/2021,Organic,United Kingdoms,Product 2,2,500,1000,On-time,No,Good
9/15/2021,Ad,Poland,Product 2,36,500,18000,On-time,No,Very good
9/15/2021,Ad,Spain,Product 2,6,500,3000,On-time,No,Very low
9/15/2021,Organic,Poland,Product 2,21,500,10500,Delayed,Yes,Good
9/15/2021,Returning,Poland,Product 2,17,500,8500,On-time,Yes,Low
9/15/2021,Ad,United Kingdoms,Product 2,1,500,500,On-time,No,Ok
9/15/2021,Returning,Poland,Product 4,31,400,12400,On-time,No,Very good
9/15/2021,Organic,Spain,Product 4,22,400,8800,Delayed,No,Good
9/15/2021,Returning,United Kingdoms,Product 4,29,400,11600,On-time,No,Ok
9/15/2021,Returning,France,Product 4,46,400,18400,On-time,Yes,Very good
9/15/2021,Returning,Spain,Product 1,36,300,10800,On-time,No,Ok
9/15/2021,Ad,Poland,Product 1,27,300,8100,On-time,No,Ok
9/15/2021,Organic,Spain,Product 2,27,500,13500,Delayed,No,Very good
9/16/2021,Ad,Spain,Product 4,17,400,6800,On-time,No,Very good
9/16/2021,Returning,Spain,Product 2,7,500,3500,On-time,No,Very good
9/16/2021,Organic,France,Product 3,46,100,4600,On-time,No,Good
9/16/2021,Ad,France,Product 4,17,400,6800,On-time,No,Ok
9/16/2021,Returning,Norway,Product 5,40,200,8000,On-time,No,Ok
9/16/2021,Organic,Poland,Product 2,11,500,5500,On-time,No,Good
9/16/2021,Organic,United Kingdoms,Product 4,19,400,7600,On-time,No,Good
9/16/2021,Organic,France,Product 4,11,400,4400,On-time,No,Low
9/16/2021,Returning,United Kingdoms,Product 1,11,300,3300,On-time,No,Good
9/16/2021,Organic,Poland,Product 2,24,500,12000,On-time,No,Good
9/16/2021,Ad,France,Product 2,29,500,14500,On-time,No,Very low
9/16/2021,Returning,United Kingdoms,Product 2,24,500,12000,On-time,No,Very good
9/17/2021,Organic,Poland,Product 4,40,400,16000,On-time,Yes,Good
9/17/2021,Ad,Germany,Product 2,44,500,22000,On-time,No,Good
9/17/2021,Organic,Poland,Product 1,19,300,5700,On-time,No,Ok
9/17/2021,Organic,Germany,Product 3,42,100,4200,On-time,No,Very good
9/17/2021,Returning,France,Product 4,29,400,11600,On-time,No,Very good
9/17/2021,Ad,Poland,Product 1,23,300,6900,On-time,No,Very good
9/18/2021,Organic,United Kingdoms,Product 1,21,300,6300,On-time,No,Good
9/18/2021,Organic,United Kingdoms,Product 5,34,200,6800,Delayed,No,Very good
9/18/2021,Returning,Norway,Product 2,10,500,5000,On-time,No,Good
9/18/2021,Organic,Poland,Product 4,11,400,4400,On-time,No,Very good
9/18/2021,Organic,Poland,Product 2,14,500,7000,On-time,No,Very good
9/18/2021,Organic,Spain,Product 2,46,500,23000,On-time,No,Good
9/18/2021,Ad,France,Product 3,24,100,2400,On-time,No,Good
9/18/2021,Ad,Poland,Product 5,31,200,6200,On-time,No,Good
9/18/2021,Organic,Poland,Product 4,26,400,10400,Delayed,No,Good
9/18/2021,Organic,France,Product 4,37,400,14800,On-time,No,Ok
9/18/2021,Returning,France,Product 1,29,300,8700,Delayed,Yes,Good
9/19/2021,Organic,United Kingdoms,Product 1,23,300,6900,On-time,No,Very low
9/19/2021,Organic,Spain,Product 1,25,300,7500,On-time,Yes,Good
9/19/2021,Organic,Germany,Product 3,2,100,200,On-time,No,Good
9/19/2021,Ad,Germany,Product 2,36,500,18000,On-time,No,Very good
9/19/2021,Organic,Germany,Product 4,42,400,16800,On-time,Yes,Very good
9/19/2021,Ad,Poland,Product 4,14,400,5600,On-time,Yes,Good
9/19/2021,Returning,United Kingdoms,Product 4,17,400,6800,On-time,No,Very good
9/19/2021,Organic,Germany,Product 4,46,400,18400,On-time,No,Very good
9/19/2021,Ad,Poland,Product 4,29,400,11600,On-time,No,Good
9/19/2021,Returning,Poland,Product 3,14,100,1400,On-time,No,Good
9/19/2021,Returning,France,Product 2,34,500,17000,On-time,No,Good
9/19/2021,Ad,Poland,Product 1,10,300,3000,Delayed,No,Very good
9/19/2021,Returning,United Kingdoms,Product 3,22,100,2200,On-time,No,Very low
9/19/2021,Ad,United Kingdoms,Product 3,15,100,1500,On-time,No,Very good
9/19/2021,Ad,Germany,Product 2,29,500,14500,On-time,No,Very good
9/20/2021,Ad,Poland,Product 4,26,400,10400,On-time,No,Good
9/20/2021,Returning,France,Product 3,37,100,3700,On-time,No,Ok
9/20/2021,Organic,United Kingdoms,Product 2,2,500,1000,On-time,No,Very low
9/20/2021,Ad,France,Product 4,30,400,12000,On-time,No,Very good
9/20/2021,Organic,United Kingdoms,Product 2,18,500,9000,On-time,No,Ok
9/20/2021,Returning,France,Product 3,7,100,700,On-time,No,Very good
9/20/2021,Organic,Germany,Product 4,14,400,5600,On-time,No,Good
9/20/2021,Organic,Poland,Product 1,34,300,10200,On-time,No,Good
9/20/2021,Organic,Spain,Product 3,19,100,1900,On-time,No,Good
9/20/2021,Returning,Poland,Product 2,20,500,10000,On-time,No,Very good
9/20/2021,Organic,Poland,Product 4,42,400,16800,On-time,Yes,Good
9/20/2021,Returning,Poland,Product 5,13,200,2600,On-time,No,Ok
9/20/2021,Ad,United Kingdoms,Product 4,46,400,18400,On-time,No,Very low
9/20/2021,Returning,Spain,Product 1,15,300,4500,On-time,No,Low
9/20/2021,Returning,Spain,Product 1,25,300,7500,On-time,No,Good
9/20/2021,Ad,Poland,Product 4,1,400,400,Delayed,No,Very good
9/20/2021,Organic,France,Product 4,12,400,4800,Delayed,No,Ok
9/21/2021,Organic,Spain,Product 3,4,100,400,On-time,No,Low
9/21/2021,Returning,United Kingdoms,Product 5,7,200,1400,On-time,Yes,Ok
9/21/2021,Ad,Spain,Product 1,45,300,13500,Delayed,No,Very good
9/21/2021,Returning,Germany,Product 1,11,300,3300,On-time,No,Very low
9/21/2021,Organic,United Kingdoms,Product 2,24,500,12000,On-time,No,Very good
9/21/2021,Organic,Germany,Product 4,33,400,13200,Delayed,No,Ok
